-0.726406,1.17523,0.144766,0.114769,3.2
-0.702812,1.13281,0.137031,0.107248,3.25
-0.699688,1.12992,0.148125,0.103758,3.3
-0.695625,1.12624,0.139687,0.100356,3.35
-0.670937,1.08643,0.136563,0.0939816,3.4
-0.650937,1.0555,0.135781,0.0886791,3.45
-0.624844,1.01102,0.119453,0.0825319,3.5
-0.623125,1.01034,0.145,0.0801695,3.55
-0.612656,0.996276,0.112187,0.0768731,3.6
-0.595313,0.965748,0.101875,0.07249,3.65
-0.592031,0.959629,0.116016,0.0700971,3.7
-0.573906,0.932617,0.105703,0.0663195,3.75
-0.575,0.932138,0.119453,0.0645525,3.8
-0.555937,0.904107,0.102578,0.0609956,3.85
-0.55125,0.893741,0.0971094,0.0587601,3.9
-0.520156,0.843624,0.0871094,0.0540698,3.95
-0.534687,0.868924,0.096875,0.0543077,4
-0.533125,0.868185,0.111797,0.05293,4.05
-0.493281,0.803538,0.104766,0.0478012,4.1
-0.513437,0.8374,0.0929688,0.0486224,4.15
-0.484531,0.791902,0.0988281,0.0448924,4.2
-0.48125,0.783787,0.0915625,0.043393,4.25
-0.454844,0.745579,0.0907812,0.0403233,4.3
-0.466719,0.76226,0.0960938,0.0402833,4.35
-0.456875,0.745076,0.0814844,0.0384853,4.4
-0.466719,0.767881,0.0867969,0.0387769,4.45
-0.465469,0.761808,0.0979687,0.0376202,4.5
