-2,3.19374,1,0,0,0.05
-2,3.19374,1,0,0,0.1
-2,3.19374,1,0,0,0.15
-2,3.19374,1,0,0,0.2
-2,3.19374,1,0,0,0.25
-2,3.19374,1,0,0,0.3
-2,3.19374,1,0,0,0.35
-2,3.19374,1,0,0,0.4
-2,3.19374,1,0,0,0.45
-2,3.19374,1,0,0,0.5
-2,3.19374,1,0,0,0.55
-2,3.19374,1,0,0,0.6
-1.99969,3.19325,0.999922,0.00585799,-nan,0.65
-1.99969,3.19325,0.999922,0.00505102,-nan,0.7
-2,3.19374,1,0,0,0.75
-1.99969,3.19325,0.999922,0.00386719,-nan,0.8
-1.99937,3.19275,0.999844,0.00678201,-nan,0.85
-1.99906,3.19226,0.999766,0.00898148,-nan,0.9
-1.99781,3.19028,0.999453,0.0180332,-nan,0.95
-1.99562,3.18681,0.998906,0.0351,-nan,1
-1.99594,3.1873,0.998984,0.0256463,-nan,1.05
-1.99375,3.18384,0.998359,0.0402893,-nan,1.1
-1.99359,3.1836,0.998359,0.0435681,-nan,1.15
-1.98875,3.1759,0.997109,0.0530208,-nan,1.2
-1.98594,3.17155,0.996328,0.1052,-nan,1.25
-1.98094,3.16361,0.994687,0.115814,-nan,1.3
-1.97875,3.16006,0.994375,0.0874623,-nan,1.35
-1.97078,3.14748,0.991953,0.127331,-nan,1.4
-1.95109,3.11627,0.986016,0.184099,-nan,1.45
-1.95156,3.11688,0.986953,0.134167,-nan,1.5
-1.93484,3.09081,0.981953,0.285148,-nan,1.55
-1.93594,3.09233,0.981406,0.214111,-nan,1.6
-1.92188,3.07018,0.977266,0.268136,-nan,1.65
-1.90656,3.04594,0.972734,0.296272,-nan,1.7
-1.87016,2.9891,0.960156,0.527631,-nan,1.75
-1.86453,2.97973,0.959453,0.425561,-nan,1.8
-1.83563,2.93401,0.948125,0.472418,-nan,1.85
-1.81812,2.90696,0.943047,0.587784,-nan,1.9
-1.78016,2.84713,0.923281,0.665764,-nan,1.95
-1.76313,2.81891,0.92125,0.482725,-nan,2
-1.70406,2.7276,0.892344,0.834271,-nan,2.05
-1.65016,2.6417,0.860859,0.791353,-nan,2.1
-1.63125,2.61313,0.847109,0.929692,-nan,2.15
-1.54313,2.47782,0.799141,1.39388,-nan,2.2
-1.51438,2.43615,0.771953,1.71523,-nan,2.25
-1.405,2.26316,0.676484,1.66604,-nan,2.3
-1.35281,2.17934,0.608437,1.49868,-nan,2.35
-1.26016,2.03058,0.489141,1.28242,-nan,2.4
-1.18094,1.90221,0.442812,1.03523,-nan,2.45
-1.14484,1.84494,0.413984,0.985371,-nan,2.5
-1.06969,1.72621,0.350547,0.953752,-nan,2.55
-1.04313,1.68336,0.252422,0.872988,-nan,2.6
-0.983906,1.58952,0.256563,0.825642,-nan,2.65
-0.986875,1.5907,0.248984,0.642099,-nan,2.7
-0.929063,1.49901,0.223516,0.608003,-nan,2.75
-0.913438,1.47223,0.241875,0.507879,-nan,2.8
-0.889687,1.43239,0.197031,0.410098,-nan,2.85
-0.843594,1.36115,0.184453,0.452065,-nan,2.9
-0.831406,1.34135,0.160156,0.420324,-nan,2.95
-0.825625,1.33236,0.194531,0.410656,-nan,3
-0.794063,1.28404,0.180312,0.439583,-nan,3.05
-0.750469,1.21059,0.150391,0.30547,-nan,3.1
-0.745781,1.20444,0.162969,0.326386,-nan,3.15
-0.726406,1.17523,0.144766,0.347839,-nan,3.2
-0.702812,1.13281,0.137031,0.224258,-nan,3.25
-0.699688,1.12992,0.148125,0.260282,-nan,3.3
-0.695625,1.12624,0.139687,0.30736,-nan,3.35
-0.670937,1.08643,0.136563,0.280474,-nan,3.4
-0.650937,1.0555,0.135781,0.282317,-nan,3.45
-0.624844,1.01102,0.119453,0.216785,-nan,3.5
-0.623125,1.01034,0.145,0.243233,-nan,3.55
-0.612656,0.996276,0.112187,0.27337,-nan,3.6
-0.595313,0.965748,0.101875,0.217348,-nan,3.65
-0.592031,0.959629,0.116016,0.198036,-nan,3.7
-0.573906,0.932617,0.105703,0.21252,-nan,3.75
-0.575,0.932138,0.119453,0.178584,-nan,3.8
-0.555937,0.904107,0.102578,0.197603,-nan,3.85
-0.55125,0.893741,0.0971094,0.157058,-nan,3.9
-0.520156,0.843624,0.0871094,0.139504,-nan,3.95
-0.534687,0.868924,0.096875,0.162545,-nan,4
-0.533125,0.868185,0.111797,0.176671,-nan,4.05
-0.493281,0.803538,0.104766,0.149855,-nan,4.1
-0.513437,0.8374,0.0929688,0.168458,-nan,4.15
-0.484531,0.791902,0.0988281,0.161245,-nan,4.2
-0.48125,0.783787,0.0915625,0.131419,-nan,4.25
-0.454844,0.745579,0.0907812,0.153251,-nan,4.3
-0.466719,0.76226,0.0960938,0.1352,-nan,4.35
-0.456875,0.745076,0.0814844,0.118099,-nan,4.4
-0.466719,0.767881,0.0867969,0.172621,-nan,4.45
-0.465469,0.761808,0.0979687,0.137611,-nan,4.5
