RNG,Energy,EnergyDev,Magnetization,Heat,HeatDev,Temperature
mt,-1.46281,0.0918316,0.724844,-1.40994e+07,2.26918
rnlx0,-1.43422,0.0930499,0.704688,-1.36068e+07,2.26918
r250,-1.42312,0.0927166,0.679531,-1.34134e+07,2.26918
