0,-0.25
1,-0.34375
2,-0.40625
3,-0.5625
4,-0.5625
5,-0.53125
6,-0.53125
7,-0.671875
8,-0.765625
9,-0.90625
10,-0.875
11,-1.09375
12,-1.21875
13,-1.25
14,-1.3125
15,-1.35938
16,-1.375
17,-1.32812
18,-1.29688
19,-1.40625
20,-1.59375
21,-1.64062
22,-1.46875
23,-1.375
24,-1.3125
25,-1.28125
26,-1.35938
27,-1.60938
28,-1.54688
29,-1.29688
30,-1.34375
31,-1.46875
32,-1.29688
33,-1.32812
34,-1.34375
35,-1.39062
36,-1.28125
37,-1.4375
38,-1.53125
39,-1.5
40,-1.46875
41,-1.57812
42,-1.48438
43,-1.5
44,-1.53125
45,-1.375
46,-1.4375
47,-1.4375
48,-1.70312
49,-1.64062
50,-1.42188
51,-1.26562
52,-1.8125
53,-1.78125
54,-1.57812
55,-1.59375
56,-1.54688
57,-1.54688
58,-1.5625
59,-1.60938
60,-1.64062
61,-1.54688
62,-1.5
63,-1.3125
64,-1.67188
65,-1.625
66,-1.53125
67,-1.375
68,-1.48438
69,-1.5
70,-1.625
71,-1.60938
72,-1.64062
73,-1.71875
74,-1.67188
75,-1.875
76,-1.60938
77,-1.4375
78,-1.57812
79,-1.54688
80,-1.46875
81,-1.59375
82,-1.64062
83,-1.65625
84,-1.5
85,-1.64062
86,-1.90625
87,-1.6875
88,-1.71875
89,-1.71875
90,-1.40625
91,-1.625
92,-1.59375
93,-1.59375
94,-1.65625
95,-1.35938
96,-1.39062
97,-1.34375
98,-1.40625
99,-1.51562
100,-1.59375
101,-1.70312
102,-1.59375
103,-1.53125
104,-1.59375
105,-1.42188
106,-1.25
107,-1.26562
108,-1.1875
109,-1.25
110,-1.09375
111,-1.10938
112,-1.29688
113,-1.09375
114,-1
115,-1
116,-1
117,-1.01562
118,-1
119,-1.14062
120,-1.20312
121,-1.29688
122,-1.26562
123,-1.26562
124,-1.42188
125,-1.42188
126,-1.4375
127,-1.25
128,-1.28125
129,-1.21875
130,-1.14062
131,-1.14062
132,-1.09375
133,-1.09375
134,-1.125
135,-1.45312
136,-1.59375
137,-1.60938
138,-1.67188
139,-1.35938
140,-1.3125
141,-1.17188
142,-1.09375
143,-1.20312
144,-1.29688
145,-1.45312
146,-1.67188
147,-1.45312
148,-1.51562
149,-1.73438
150,-1.71875
151,-1.5625
152,-1.46875
153,-1.5
154,-1.57812
155,-1.57812
156,-1.73438
157,-1.60938
158,-1.4375
159,-1.29688
160,-1.3125
161,-1.21875
162,-1.23438
163,-1.1875
164,-1.57812
165,-1.65625
166,-1.42188
167,-1.42188
168,-1.4375
169,-1.20312
170,-1.39062
171,-1.3125
172,-1.35938
173,-1.125
174,-1.07812
175,-1.0625
176,-1.17188
177,-1.26562
178,-1.375
179,-1.20312
180,-1.1875
181,-1.15625
182,-1.4375
183,-1.4375
184,-1.23438
185,-1.32812
186,-1.26562
187,-1.46875
188,-1.59375
189,-1.45312
190,-1.59375
191,-1.51562
192,-1.53125
193,-1.5
194,-1.54688
195,-1.48438
196,-1.34375
197,-1.39062
198,-1.45312
199,-1.4375
