X
14.8141
15.3358
8.07591
18.0006
15.5292
16.5453
14.1951
18.4852
18.6981
10.1804
19.4853
10.6947
18.5016
12.9158
21.131
6.21331
17.0892
16.7678
18.4578
4.32509
20.3319
10.154
9.27747
18.4429
10.4234
14.4034
12.9917
19.7914
11.8818
15.6376
18.8467
17.3005
19.0496
12.3132
15.9823
24.3455
9.43604
6.63798
11.4925
16.8401
19.0825
13.4936
13.4305
19.4669
14.5467
15.4184
13.6109
6.97682
19.7419
7.82749
18.4831
14.1518
18.0936
17.3477
16.122
6.43991
19.2889
16.3994
11.7528
17.4585
22.921
17.238
15.1147
10.6952
18.149
11.5394
18.7452
17.2547
17.2763
9.43827
15.5465
15.2121
4.72207
13.5914
20.1437
19.4265
13.147
26.3167
20.9887
18.9292
16.0611
17.3142
15.3512
14.4131
18.6294
16.2245
15.8079
15.8973
17.7897
7.3992
19.6725
17.5489
17.6455
12.8512
13.0243
13.1087
17.8407
16.7966
18.744
21.2327
11.9092
20.5323
19.9982
9.30961
18.5535
18.5557
11.9861
8.57612
20.2173
16.8303
21.2819
18.8633
19.6043
16.1
17.4763
18.2751
14.7079
19.9499
11.714
15.2437
12.0665
18.0781
18.1569
9.98712
12.8638
8.78917
10.4595
17.7041
8.31976
10.3931
19.5277
16.182
18.385
16.4569
10.7781
13.1942
15.8926
15.2662
21.696
7.16671
19.0841
13.663
16.8498
15.5338
23.6956
13.7444
21.1489
20.5001
17.0496
19.233
10.7767
17.9283
15.026
6.61252
16.6466
16.4742
18.479
18.4913
17.3461
3.95078
20.8262
18.9756
5.88932
18.8049
18.4459
17.122
7.43621
17.6124
13.6735
10.858
18.0928
19.2771
8.40214
19.6538
18.0973
20.2644
20.0303
19.4946
19.2424
20.3319
10.5233
18.3552
18.0376
16.0003
18.829
9.71244
17.5513
8.85826
19.6916
12.4255
18.7503
10.5126
16.5006
16.0686
12.653
18.0562
15.6978
15.7382
16.9173
17.3644
3.70381
7.27274
9.29563
18.3442
19.396
16.8234
17.4313
16.2664
9.85938
14.119
11.5375
3.43071
13.5595
16.9463
10.3822
16.3417
15.2737
16.9681
13.7513
16.4992
18.0341
20.3838
15.9963
13.7337
17.2091
15.159
17.8571
15.0338
17.0908
14.3617
19.0367
7.77431
13.5949
18.947
8.54061
11.4416
17.8407
14.4989
12.7345
15.1569
14.9296
10.5957
19.2087
19.9099
15.5813
17.2131
19.7884
